Allow user to login only before this hour (0-24),اجازه د کارونکي یوازې د مخکې له دې ساعت login (0-24),
Allowed,اجازه,
Allowed In Mentions,په ذکرونو کې اجازه ورکړل شوي,
"Always add ""Draft"" Heading for printing draft documents",&quot;مسوده&quot; تل د چاپ اسناد مسوده مدعي دی اضافه,
Amend,تعدیل,
Amended From,تعدیل له,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],سره .ico د ترویج لپاره انځورن دوتنې. باید د 16 x 16 px. تولید یو favicon جنراتور کاروي. [favicon-generator.org],
Analytics,Analytics,
Annual,کلنی,
Anonymous,بې نومه,
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,هر سټینګ اساس پرنټر ژبې کارول کیدی شي. د خام کمانډ لیکل د چاپګر تولید کونکي لخوا چمتو شوي د چاپګر اصلي ژبه پوهه ته اړتیا لري. مهرباني وکړئ د چاپګر جوړونکي لخوا چمتو شوي پرمخ تللي لارښود ته مراجعه وکړئ چې څنګه د دوی اصلي حکمونه لیکلو لپاره. دا قوماندې د جنجا ټیمپلاټینګ ژبه کارولو سره په سرور اړخ کې وړاندیز کیږي.,
App,ددفتروسایل,
App Access Key,ددفتروسایل لاسرسی لپاره عمده,
App Client ID,ددفتروسایل د مراجع ID,
App Client Secret,ددفتروسایل د مراجع د پټې,
App Name,ددفتروسایل نوم,
App Secret Key,ددفتروسایل پټې کلیدي,
Append Emails to Sent Folder,لیږل شوي فولډر ته بریښنالیکونه اضافه کړئ,
Append To,د پايملون,
Applicable For,د تطبیق لپاره,
Application Logo,کاریال لوګو,
Application Name,د غوښتنې نوم,
Application Version,کاریال نسخه,
Applied On,غوښتنه شوې,
Apply Document Permissions,د لاسوند اجازه,
Apply Only Once,یوازې یو ځل غوښتنه وکړئ,
Apply Strict User Permissions,سخت کارن حلال Apply,
Apply To All Document Types,د اسنادو ټولو ډولونو باندې غوښتنه وکړئ,
Apply this rule if the User is the Owner,دغه قواعد د Apply که د کارن د خاوند ده,
Apply this rule only once per document,دا قانون یوازې په هر سند کې یوځل پلي کړئ,
Appreciation,قدرداني,
Archived,ارشیف,
Arial,Arial,
Assign Condition,شرط وضع کړئ,
Assign To Users,کارونکو ته یې وسپارئ,
Assigned,ګمارل شوي,
Assigned By,ګمارل شوي By,
Assigned By Full Name,ګمارل شوي By بشپړ نوم,
Assignment,دندې,
Assignment Completed,دندې بشپړې شوي,
Assignment Days,د ګمارنې ورځې,
Assignment Rule,د ګمارنې مقرره,
Assignment Rule Day,د مقررۍ ورځ,
Assignment Rule User,د ګمارنې مقرراتو کارن,
Assignment Rules,د ګمارنې مقررات,
Assignments,ګمارنې,
Attach,ضمیمه,
Attach Image,د انځور ضمیمه,
Attach Print,چاپ ضمیمه,
Attached File,ضمیمه دوتنه,
Attached To DocType,د DocType Attached,
Attached To Field,د ساحې سره نښلول,
Attached To Name,د نوم سره ضميمه,
Attachment,ضميمه,
Attachment Limit (MB),ضميمه حد (MB),
Attachment Link,د نښلن لینک,
Attachment Removed,ضميمه له منځه,
Attachments,ضم,
Auth URL Data,د آر ایل ایل ډاټا ډاټا,
Authentication,اعتبار,
Author,لیکوال,
Authorization Code,د واک ورکولو د قانون,
Authorize API Indexing  Access,د API انډیکس کولو لاسرسی اختیار کړئ,
Authorize Google Calendar Access,د ګوګل کیلنر لاسرسي اختیار کړئ,
Authorize Google Contacts Access,د ګوګل اړیکو لاسرسی اختیار کړئ,
Authorize Google Drive Access,د ګوګل ډرایو لاسرسی اختیار کړئ,
Authorize URL,د اعتبار وړ یو آر ایل,
Authorized,اجازه,
Auto,د موټرونو,
Auto Email Report,د موټرونو دبرېښنا ليک راپور,
Auto Name,د موټرونو نوم,
Auto Repeat,د اتوماتیک تکرار,
Auto Reply Message,د موټرونو ته ځواب ورکړئ پيغام,
Automatically Assign Documents to Users,کاروونکو ته اتومات اسناد وسپارو,
Automation,اتومات,
Avatar,معلومات,
Average,اوسط,
Awaiting Password,د شفر انتظار کول,
Awaiting password,تمه پاسورډ,
BCC,BCC,
Background Color,شاليد رنګ,
Background Workers,شاليد کارګرانو,
Backup Details,د شاتړ توضیحات,
Backup Files,د شاتړ دوتنې,
Backup Folder ID,د بیک اپ فولډر ID,
Backup Folder Name,د بیک اپ فولډر نوم,
Backup Frequency,شاتړ د فریکونسۍ,
Backup public and private files along with the database.,د ډیټابیس سره د عامه او شخصي فایلونو بیک اپ.,
Backups,Backups,
Banner,بينر,
Banner HTML,بنر HTML,
Banner Image,بیرغ د انځور,
Banner is above the Top Menu Bar.,بیرغ د غوره Menu Bar څخه پورته وي.,
Bar,بار,
Barcode,بارکوډ,
Base Distinguished Name (DN),اډه قدرمنو نوم (DN),
Base URL,بنسټ بیس URL,
Based On,پر بنسټ,
Based on Field,د ساحې پراساس,
Based on Permissions For User,پر بنسټ د حلال د کارن,
Basic,د اساسي,
Before Cancel,د لغوه کیدو دمخه,
Before Delete,مخکې له مینځه وړل,
Before Insert,مخکې له ننوتلو څخه,
Before Save,د خوندي کیدو دمخه,
Before Save (Submitted Document),د خوندي کولو دمخه (سپارل شوی لاسوند),
Before Submit,وړاندې له سپارلو څخه,
Beginner,لومړنی,
Beta,بيتا,
Billing,بلونو,
Bio,Bio,
Birth Date,د زېږېدو نېټه,
Block Module,د بنديز ماډل,
Block Modules,د بنديز د روزنیز ماډل,
Blocked,لګېدلی,
Blog Category,Blog کټه ګورۍ,
Blog Intro,Blog سریزه,
Blog Introduction,Blog پېژندنه,
Blog Post,Blog Post,
Blog Settings,Blog امستنې,
Blog Title,Blog عنوان,
Blogger,ویبالګ,
Blue,آبي,
Bold,بولډ,
Bot,Bot,
Bottom,ښکته,
Bounced,وغوړېد,
Brand,دتوليد,
Brand HTML,دتوليد HTML,
Brand Image,دچاپی,
Breadcrumbs,Breadcrumbs,
Browser,براوزر,
Browser Version,د لټونګر نسخه,
Brute Force Security,د ځواک ځواک امنیت,
Bucket Name,د بالټ نوم,
Bulk Update,د حجم تازه,
Button,تڼی,
Button Gradients,د تtonیو درجو,
Button Rounded Corners,د تtonۍ ګرد کونجونه,
Button Shadows,د تtonۍ سیوري,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,د بای پاس محدود IP پتې چیک که چیرې دوه فاکتور استعداد فعال شوی وي,
Bypass Two Factor Auth for users who login from restricted IP Address,د هغو کارنانو لپاره دوه فکتور لیکوال بکس کړئ چې د محدود IP پتې څخه ننوتل,
Bypass restricted IP Address check If Two Factor Auth Enabled,د محدود IP پتې چیک چیک کړئ که چیرې د دوه فکتور لیکوال فعال شي,
CC,CC,
CSS,CSS,
CSS Class,د CSS ټولګی,
CSV,CSV,
CTA Label,د CTA لیبل,
CTA URL,د CTA URL,
Calendar,جنتري,
Calendar Name,د نوم نوم,
Calendar View,د کتل کتل,
Call,غوښتنه,
Call To Action,عمل ته زنګ ووهئ,
Call To Action URL,د عمل یو آر ایل ته زنګ ووهئ,
Callback Message,د اړیکې پیغام,
Callback Title,د بیرته زنګ سرلیک,
Campaign,د کمپاین,
Cancel,لغوه کړه,
Cancelled,لغوه شوی,
Card,کارت,
Cards,کارتونه,
Category,کټه ګورۍ,
Category Description,کټه ګورۍ Description,
Category Name,کټه ګورۍ نوم,
Center,مرکز,
Chaining Hash,چاین هاش,
Change Label (via Custom Translation),د بدلون نښه د (د ګمرکونو ژباړه له لارې),
Change Password,پټ نوم بدل کړی,
Channel,چینل,
Chart,چارټ,
Chart Configuration,د چارت تشکیلات,
Chart Name,د چارت نوم,
Chart Options,د چارت اختیارونه,
Chart Source,د چارت سرچینه,
Chart Type,د چارټ ډول,
Charts,چارټونه,
Chat,Chat,
Check,وګوره,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,وګورئ دا که تاسو غواړئ چې د کارونکي زور راوړي ترڅو د سپما لپاره مخکې له یو لړ ټاکي. هلته به نه default وي که چېرې تاسو د دې وګورئ.,
Checking this will hide custom doctypes and reports cards in Links section,د دې کتل به د لینکونو برخې کې دودیز ډولونه او راپورونه کارتونه پټ کړي,
Checksum Version,د چیکنوم نسخه,
Child Tables are shown as a Grid in other DocTypes,د ماشومانو میزونه په نورو ډیک ټایپونو کې د بریښنا په څیر ښودل شوي,
Choose authentication method to be used by all users,د ټولو کاروونکو لخوا د کارولو لپاره د اعتبار طریقه غوره کړه,
City,ښار,
City/Town,ښار / تاون,
Clicked,چې ټک,
Client,د مراجع,
Client Code,د پیرودونکي کوډ,
Client Credentials,د مراجع د باورلیک ومانه,
Client ID,د مراجع د تذکرو,
Client Information,د مراجع معلومات,
Client Script,د مراجع سکریپټ,
Client Secret,د مراجع د پټې,
Client URLs,د مراجع یو آر ایل,
Close Condition,حالت وتړئ,
Closed,تړل,
Code,کوډ,
Collapsible,پرېوتونکې,
Collapsible Depends On,پرېوتونکې پورې تړلی دی د,
Color,رنګ,
Column Break,کالم وقفه,
Column Name,کالم نوم,
Columns,ستونونه,
Columns / Fields,کالمونه / ډګرونه,
Comment,څرګندونه,
Comment By,نظر ورکوی,
Comment Email,نظر تبصره,
Comment Type,پيغام ډول,
Comments and Communications will be associated with this linked document,تبصرې او مخابراتو به له دې سره تړاو لري سند مل وي,
Commit,ژمن اوسئ,
Communication,د مخابراتو,
Communication Link,د اړیکې لینک,
Communication Type,د مخابراتو ډول,
Compact Item Print,د تړون د قالب چاپ,
Company History,شرکت تاریخ,
Company Introduction,د شرکت پیژندنه,
Company Name,دکمپنی نوم,
Complete,بشپړ,
Completed,بشپړ شوي,
Component,برخه,
Condition,حالت,
Conditions,شرایط,
Configuration,شکل بندي,
Confirmation Email Template,د تایید بریښنالیک ټیمپلیټ,
Console,کنسول,
Console Log,کنسول لاګ,
Contact,تماس,
Contact Details,د اړیکو نیولو معلومات,
Contact Email,تماس دبرېښنا ليک,
Contact Numbers,د اړیکې شمیره,
Contact Phone,د اړیکې تلیفون,
Contact Us Settings,له مونږ سره تماس امستنې,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",تماس انتخابونو، لکه &quot;خرڅلاو شوې پوښتن، د ملاتړ شوې پوښتن&quot; او نور هر يو يې پر يوه نوي مزي يا جلا شوي commas.,
Contacts,د اړيکې,
Content,منځپانګه,
Content (HTML),مینځپانګه (HTML),
Content (Markdown),مینځپانګه (نښه کول),
Content Hash,منځپانګه مخلوط,
Content Type,منځپانګه ډول,
Context,مقاله,
Context Script,د متن متن,
Contributed,مرسته وشوه,
Contribution Document Name,د همکارۍ سند نوم,
Contribution Status,د مرسته کولو حالت,
Copyright,خپرونکي,
Core,د اصلي,
Count,شمېرل,
Count Filter,د شمیرنې چاter,
Counter,کاونټر,
Country,د هېواد,
Country Name,د هېواد نوم,
County,County,
Create,جوړول,
Create Contacts from Incoming Emails,د راتلوونکي بریښنالیکونو څخه اړیکې رامینځته کړئ,
Create Entry,ننوتنه جوړه کړه,
Create Log,خبرال جوړ کړئ,
Create and Send Newsletters,جوړول او وليږئ ګڼې,
Created,جوړ شو,
Criticism,انتقاد کول,
Cron,کرون,
Cron Format,د کرون شکل,
Currency,د اسعارو,
Currency Name,د اسعارو نوم,
Currency Precision,د اسعارو له Precision,
Current,اوسني,
Custom,د ګمرکونو,
Custom Base URL,د ګمرک بنسټیز URL,
Custom CSS,د ګمرکونو د سټايل شي,
Custom Configuration,دودیز شکل بندي,
Custom DocPerm,د ګمرکونو DocPerm,
Custom Field,د ګمرکونو د ساحوي,
Custom Format,د ګمرکونو شکل,
Custom HTML Help,د ګمرکونو د HTML مرسته,
Custom Menu Items,د ګمرکونو Menu سامان,
Custom Options,دودیز انتخابونه,
Custom Overrides,دودیز نظریات,
Custom Report,دودیز راپور,
Custom Role,د ګمرکونو رول,
Custom SCSS,د ګمرک SCSS,
Custom Sidebar Menu,د ګمرکونو د پټې Menu,
Custom?,د ګمرکونو؟,
Customization,دودول,
Customize Form,دتنظيمولو فورمه,
Customize Form Field,دتنظيمولو فورمه ساحوي,
DESC,نزولی,
Daily,هره ورځ,
Daily Long,ورځنۍ اوږده,
Danger,خطر,
Dark Color,تیاره رنګ,
Dashboard,ډشبورډ,
Dashboard Chart,د ډشبورډ چارت,
Dashboard Chart Field,د ډشبورډ چارټ ډګر,
Dashboard Chart Link,د ډشبورډ چارت لینک,
Dashboard Chart Source,د ډشبورډ چارت سرچینه,
Dashboard Manager,د ډشبورډ سمبالګر,
Dashboard Name,د ډشبورډ نوم,
Dashboard Settings,د ډشبورډ امستنې,
Dashboards,ډشبورډونه,
Data,د معلوماتو د,
Data Export,د ډاټا صادرات,
Data Import,ډاټا واردات,
Database Engine,ډیټابیس Engine,
Date,نېټه,
Date Format,نېټه شکل,
Date Range,نېټه Range,
Date and Number Format,نېټه او شمېر شکل,
Datetime,نیټه او وخت,
Day,ورځ,
Day of Week,د اونۍ ورځې,
Days After,وروسته له څو ورځو,
Days Before,ورځې مخکې,
Days Before or After,ورځې مخکې او يا وروسته,
Default,default,
Default Incoming,default راتلونکي,
Default Letter Head,افتراضي لیک مشر,
Default Outgoing,default باورلیک,
Default Portal Home,اصلي ټاټوبی کور,
Default Print Format,Default چاپ شکل,
Default Print Language,د چاپ اصلي ژبه,
Default Redirect URI,Default Redirect URI,
Default Role at Time of Signup,Default د لپارهخپل د وخت رول,
Default Sort Field,د ډیفالټ ترتیب کولو ډګر,
Default Sort Order,د ډیفالټ ترتیب ترتیب,
Default Value,تلواله ارزښت,
"Default: ""Contact Us""",Default: &quot;Contact Us&quot;,
DefaultValue,DefaultValue,
Defaults,افتراضیو,
Defines actions on states and the next step and allowed roles.,پر دولتونو او کړنو په بل ګام او اجازه رول تعریفوي.,
Defines workflow states and rules for a document.,يو سند لپاره ننګولې دولتونو او اصولو تعریفوي.,
Delayed,وځنډید,
Delete,ړنګول,
Deleted,ړنګ,
Deleted DocType,ړنګ DocType,
Deleted Document,ړنګ سند,
Deleted Name,ړنګ نوم,
Delivery Status,د وړاندې کولو حالت,
Department,ریاست,
Dependencies,انحصار,
Depends On,اړه لري پر,
Description,Description,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)",د پا listingې لیست کولو لپاره توضیحات ، په ساده متن کې ، یوازې یو څو کرښې. (تر 200 حروف),
Designation,ټاکل.,
Desk,مېز,
Desk Access,مېز ته لاسرسی,
Desktop Icon,د سرپاڼې انځورن,
Details,په بشپړه توګه کتل,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",ډول &quot;د امریکا« د دې سند په شتون کولای شي. &quot;د پرانیستې&quot; په څېر، &quot;تصویبه&quot; او داسې نور,
Digits,ګsي,
Disable Auto Refresh,د آٹو ریفریش غیر فعال کړئ,
Disable Comments,نظرونه ناتوان کړئ,
Disable Count,شمېرنه ناتوان کړئ,
Disable SMTP server authentication,د SMTP سرور اعتبار ناتوان کړئ,
Disable Sidebar Stats,د اړخ پټې سټیټونه غیر فعال کړئ,
Disable Signup,نافعال لپارهخپل,
Disable Standard Email Footer,معياري ليک Footer نافعال,
Disabled,معلولينو,
Display,وښایئ,
Display Depends On,وښایئ پورې تړلی دی د,
Doc Event,د کور پېښلیک,
Doc Events,د ډاکتر پیښې,
Doc Status,doc حالت,
DocField,DocField,
DocPerm,DocPerm,
DocShare,DocShare,
DocType,دډاکټ ډول,
DocType Action,د ډیک ټایپ عمل,
DocType Event,د ډیک ټایپ پیښه,
DocType Link,د ډاک ټایپ لینک,
DocType View,د ډیک ټایپ لید,
DocType is a Table / Form in the application.,DocType يو جدول / په غوښتنلیک فورمه.,
DocType on which this Workflow is applicable.,DocType چې دغه ننګولې ده د تطبيق وړ.,
Doctype,DocType,
Document,سند,
Document Actions,لاسوند فعالیتونه,
Document Follow,لاسوند,
Document Link,لاسوند لینک,
Document Links,لاسوند لینکونه,
Document Name,سند نوم,
Document Naming Rule,د اسنادو نوم ورکولو قانون,
Document Naming Rule Condition,د اسنادو نوم ورکولو قانون شرایط,
Document Share,لاسوند شریکول,
Document Share Report,سند Share راپور,
Document States,سند ايالات,
Document Tag,لاسوند پېژند,
Document Title,لاسوند,
Document Type,سند ډول,
Document Type to Track,د لاسوند ډول د لټولو لپاره,
Document Types,سند ډولونه,
Documentation Link,لاسوند لینک,
Documentation URL,لاسوند یو آر ایل,
Domain,Domain,
Domain Settings,Domain امستنې,
Domains HTML,ډومینز ایچ ٹی ایم ایل,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",آيا نه HTML Encode HTML نښانونو په څېر &lt;سکرېپټ&gt; يا د تورو په څېر &lt;یا&gt;، ځکه چې دوی کولای شي په دې برخه کې شي په قصده کارول,
Don't Override Status,مه حالت نه واوړې,
Don't Send Emails,بریښنالیکونه مه واستوئ,
Donut,ډونټ,
Download Backups,دانلود Backups,
Download Template,دانلود کينډۍ,
Dropbox Access Token,Dropbox د لاسرسي د نښې,
Dropbox Settings,Dropbox امستنې,
Dropdowns,غورځول,
Due Date,د تاریخ په مطابق,
Due Date Based On,د ټاکل شوي نیټې پر بنسټ,
Duration,موده,
Dynamic Filters,متحرک فلټرونه,
Dynamic Filters JSON,متحرک فلټرونه JSON,
Dynamic Filters Section,د متحرک فلټرونو برخه,
Dynamic Link,خوځنده لینک,
Dynamic Report Filters,متحرک راپور فلټرونه,
Dynamic Route,متحرک لاره,
Dynamic Template,متحرک ټیمپلیټ,
Edit,سمون,
Edit Values,ارزښتونه,
Editable Grid,سمون د مزي,
Eg. smsgateway.com/api/send_sms.cgi,د بيلګې په توګه. smsgateway.com/api/send_sms.cgi,
Email,بریښنالیک,
Email Account,Email اکانټ,
Email Account Name,Email اکانټ نوم,
Email Address,بریښنالیک,
Email Address whose Google Contacts are to be synced.,د بریښنالیک آدرس چې د ګوګل اړیکې باید همغږي شي.,
Email Addresses,برېښناليک Addresses,
Email Domain,برېښناليک ډومېن,
Email Flag Queue,برېښناليک پرچم د کتار,
Email Footer Address,دبرېښنا ليک پته Footer,
Email Group,دبرېښنا ګروپ,
Email Group Member,واستوئ د ګروپ د غړو,
Email ID,د بریښناليک ID,
Email IDs,Email پېژندپاڼې,
Email Id,Email ID,
Email Inbox,بریښنالیک,
Email Queue,ليک د کتار,
Email Queue Recipient,ليک د کتار تسلیمونکی,
Email Queue records.,ليک د کتار اسناد.,
Email Reply Help,د برېښلیک ځواب ځواب,
Email Rule,برېښناليک حاکمیت,
Email Sent,برېښناليک لېږلو,
Email Settings,Email امستنې,
Email Signature,دبرېښنا ليک لاسلیک,
Email Status,برېښناليک حالت,
Email Sync Option,برېښناليک پرانیځئ انتخاب,
Email Template,د برېښلیک ایمیل,
Email To,د ليک,
Email Unsubscribe,ليک د ګډون د,
Emails will be sent with next possible workflow actions,برېښناليک به د راتلونکو کاري کاري کړنو سره ولېږل شي,
Enable,په توانول,
Enable Auto Reply,فعال د موټرونو ته ځواب ورکړئ,
Enable Automatic Backup,اتوماتیک بیک اپ فعال کړه,
Enable Automatic Linking in Documents,په اسنادو کې اتوماتیک لینک فعال کړئ,
Enable Comments,ها فعال کړه,
Enable Email Notifications,د بریښنالیک خبرتیاوې فعال کړئ,
Enable Google Indexing,د ګوګل لړلیک فعال کړئ,
Enable In App Website Tracking,د ایپ ویب پا Tې تعقیب کې وړ کړئ,
Enable Incoming,فعال راتلونکي,
Enable Onboarding,روانه تخته کول,
Enable Outgoing,فعال باورلیک,
Enable Password Policy,پاسورډ پالیسۍ فعال,
Enable Print Server,د چاپ سرور فعالول,
Enable Raw Printing,را چاپول وړ کړئ,
Enable Scheduled Jobs,د فرانسې د دندې جوګه,
Enable Security,امنیت فعال کړئ,
Enable Social Login,ټولنیز ننوتل فعال کړئ,
Enable Social Sharing,ټولنیز شریکول فعال کړئ,
Enable Two Factor Auth,دوه فکتور فعالول فعال کړئ,
Enabled,وتوانول شوه,
End Date,د پای نیټه,
End Date Field,د پای نیټه میدان,
Endpoint URL,د پای ټکی URL,
Endpoints,د پای ټکی,
Ends on,ختميږی په,
Energy Point,د بریښنا نقطه,
Energy Point Log,د بریښنا نښې لوښه,
Energy Point Rule,د انرژي ټکي قانون,
Energy Point Settings,د انرژي ټکي تنظیمات,
Energy Points,د انرژی ځایونه,
Enter Form Type,وليکئ فورمه ډول,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",تلواله ارزښت برخو (کیلي) او ارزښتونو ته ننوځي. که تاسو د ساحوي څو ارزښتونو اضافه، د لومړي یو به راټولیږی. چې د &quot;لوبه&quot; اجازه قواعد جوړ دغه افتراضیو هم کاريږي. د برخو لست وګورئ، چې د &quot;دتنظيمولو فورمه&quot; ته ولاړ شي.,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)",دلته د ثابتو url پارامترونو وليکئ (د مثال په توګه. د استوونکي = ERPNext، کارن = ERPNext، پټنوم = 1234 نور),
Enter url parameter for message,د پیغام url عوامل وليکئ,
Enter url parameter for receiver nos,د ترلاسه وځيري url عوامل وليکئ,
Error,تېروتنه,
Error Log,تېروتنه ننوتنه,
Error Message,د خطا پیغام,
Event,دکمپاینونو,
Event Category,د پېښې کتګورۍ,
Event Participants,د غونډې ګډون کوونکي,
Event Type,دکمپاینونو ډول,
Everyone,هرڅوک,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]",مثال: &quot;رنګونه&quot;: [&quot;# d1d8dd&quot;، &quot;# ff5858&quot;],
Example,بېلګه,
"Example: ""/desk""",مثال: &quot;/ میز&quot;,
Example: #Tree/Account,مثال: # ونې / حساب,
Example: 00001,مثال: 00001,
Example: {{ subject }},مثال: {{موضوع},
Excel,اېسلسل,
Exception,استثنا,
Execute,اجرا کول,
Expert,کارپوه,
Expiration time,له کاره وتنې وخت,
Expire Notification On,د خبر ته ورسیږي,
Expired,تېر شوی,
Expires In,ته رسیږي په,
Expires On,په ختمېږي,
Expiry time of QR Code Image Page,د QR Code عکس پاڼه ختمولو وخت,
Export,د صادراتو د,
Export From,څخه صادرول,
Expose Recipients,اخیستونکو کيږدئ,
"Expression, Optional",د بيان، اختیاري,
Facebook,Facebook,
Failed,کې پاتې راغی,
FavIcon,FavIcon,
Fax,فاکس,
Featured,ب .ه شوې,
Feedback,Feedback,
Feedback Request,Feedback غوښتنه,
Fetch From,له ترلاسه کولو څخه,
Field,ساحوي,
Field Description,ساحوي Description,
Field Name,ساحوي نوم,
